Cbench started.
Measure Mode: wall_time
Thread ID: 11802960
Fiber ID: 14782220
Total: 59.631248
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      0.000     0.000     0.000     0.000        1   IO#closed?
  0.00      0.000     0.000     0.000     0.000        1   Hash#initialize_copy
  0.00      0.000     0.000     0.000     0.000        1   BasicObject#!
  0.00      0.000     0.000     0.000     0.000        2   Kernel#class

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 18191720
Fiber ID: 18191120
Total: 58.004655
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     58.004     0.000    58.004     0.000        1   <Class::IO>#select
  0.00      0.000     0.000     0.000     0.000        1   <Class::File>#unlink
  0.00      0.000     0.000     0.000     0.000        2   IO#close
  0.00     58.005     0.000     0.000    58.004        1   DRb::DRbServer#run
  0.00      0.000     0.000     0.000     0.000        1   DRb::DRbUNIXSocket#close
  0.00     58.004     0.000     0.000    58.004        1   DRb::DRbTCPSocket#accept_or_shutdown
  0.00      0.000     0.000     0.000     0.000        1   DRb::DRbTCPSocket#close_shutdown_pipe
  0.00      0.000     0.000     0.000     0.000        1   Array#include?
  0.00      0.000     0.000     0.000     0.000        1   Fixnum#to_s
  0.00     58.004     0.000     0.000    58.004        1   DRb::DRbServer#main_loop
  0.00      0.000     0.000     0.000     0.000        3   BasicObject#!
  0.00      0.000     0.000     0.000     0.000        1   UNIXSocket#path
  0.00     58.004     0.000     0.000    58.004        1   DRb::DRbUNIXSocket#accept
  0.00      0.000     0.000     0.000     0.000        2   IO#closed?

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 18191500
Fiber ID: 18190560
Total: 58.004555
Sort by: self_time

 %self      total      self      wait     child     calls  name
  1.72     58.003     0.996    57.007     0.000        1   TCPServer#accept
  0.00      0.000     0.000     0.000     0.000        1   TCPServer#initialize
  0.00      0.000     0.000     0.000     0.000        2   IO#write
  0.00      0.000     0.000     0.000     0.000        1   Time#strftime
  0.00      0.000     0.000     0.000     0.000        1   Trema::Controller#name
  0.00      0.000     0.000     0.000     0.000        2   Logger#add
  0.00      0.000     0.000     0.000     0.000        2   MonitorMixin#mon_synchronize
  0.00     58.005     0.000     0.001    58.004        1   Trema::Command#start_controller_and_drb_threads
  0.00      0.000     0.000     0.000     0.000        2   MonitorMixin#mon_enter
  0.00     58.004     0.000     0.000    58.004        1   Trema::Controller#run
  0.00      0.000     0.000     0.000     0.000        2   MonitorMixin#mon_exit
  0.00      0.000     0.000     0.000     0.000        1   String#%
  0.00      0.000     0.000     0.000     0.000        2   Logger::LogDevice#write
  0.00      0.000     0.000     0.000     0.000        1   Array#each
  0.00      0.001     0.000     0.000     0.001        1   Trema::Controller#send_handler
  0.00      0.000     0.000     0.000     0.000        2   Logger#format_severity
  0.00      0.000     0.000     0.000     0.000        2   MonitorMixin#mon_check_owner
  0.00      0.000     0.000     0.000     0.000        2   Logger#format_message
  0.00      0.000     0.000     0.000     0.000        2   Logger#info
  0.00      0.000     0.000     0.000     0.000        1   Logger::Formatter#call
  0.00      0.000     0.000     0.000     0.000        1   Fixnum#to_s
