Cbench started.
Measure Mode: wall_time
Thread ID: 11802960
Fiber ID: 14782220
Total: 59.631248
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      0.000     0.000     0.000     0.000       10   <Class::Proc>#new
  0.00      0.025     0.000     0.000     0.024        8   <Class::Pio::OpenFlow::NiciraAction>#nicira_action_header
  0.00      0.000     0.000     0.000     0.000        6   Bundler::Source::Git#base_name
  0.00      0.000     0.000     0.000     0.000       19   Bundler::Definition#in_locked_deps?
  0.00      0.000     0.000     0.000     0.000       11   MonitorMixin#mon_check_owner
  0.00      0.010     0.000     0.000     0.010        5   BinData::Primitive#do_write
  0.00      0.000     0.000     0.000     0.000        2   Bundler::Source::Git#to_lock
  0.00      0.000     0.000     0.000     0.000        4   Bundler::SourceList#rubygems_remotes
  0.00      0.004     0.000     0.000     0.004        1   <Class::Pio::Udp>#ethernet_header
  0.00      0.001     0.000     0.000     0.001        2   Gem::Specification#normalize
  0.00      0.000     0.000     0.000     0.000       14   GLI::Command#action
  0.00      0.004     0.000     0.000     0.004        1   <Class::Pio::Dhcp::Frame>#ethernet_header
  0.00      0.000     0.000     0.000     0.000       31   String#count
  0.00      0.000     0.000     0.000     0.000        3   Bundler::SharedHelpers#default_gemfile
  0.00     58.009     0.000     0.000    58.009        1   GLI::AppSupport#call_command
  0.00      0.000     0.000     0.000     0.000       10   GLI::AppSupport#switches
  0.00      0.000     0.000     0.000     0.000        8   BinData::StructArgProcessor#hidden_field_names
  0.00      0.000     0.000     0.000     0.000        1   GLI::GLIOptionParser::LegacyCommandOptionParser#find_subcommand
  0.00      0.001     0.000     0.000     0.001        5   Module#mattr_writer
  0.00      0.004     0.000     0.000     0.003       12   Enumerable#each_with_object
  0.00      0.001     0.000     0.000     0.001        8   Bundler::Source::Path#app_cache_path
  0.00      0.004     0.000     0.000     0.004        2   Pio::OpenFlow10::Match::MatchIpAddress#get
  0.00      0.004     0.000     0.000     0.004        1   <Class::Pio::Lldp::Frame>#ethernet_header
  0.00      0.000     0.000     0.000     0.000        6   URI::Generic#normalize
  0.00      0.002     0.000     0.000     0.002        4   BinData::Array#assign
  0.00      0.000     0.000     0.000     0.000        2   IO#read
  0.00      0.000     0.000     0.000     0.000       15   GLI::CommandSupport#commands
  0.00      0.005     0.000     0.000     0.005        1   <Class::Pio::EthernetFrame(destination_mac: mac_address, source_mac: mac_address, ether_type: ether_type, vlan_pcp: bit3, vlan_cfi: bit1, vlan_vid: bit12, ether_type_vlan: uint16, rest: rest)>#ethernet_header
  0.00      0.000     0.000     0.000     0.000       31   BinData::Framework#initialize_shared_instance
  0.00      0.000     0.000     0.000     0.000        7   BinData::ChoiceArgProcessor#choices_as_hash
  0.00      0.000     0.000     0.000     0.000        6   URI::Generic#normalize!
  0.00      0.000     0.000     0.000     0.000        4   Pio::Mac#to_s
  0.00      0.000     0.000     0.000     0.000       34   Fixnum#|
  0.00      0.000     0.000     0.000     0.000       11   BinData::Struct#initialize_instance
  0.00      0.049     0.000     0.000     0.049      336  *Method#call
  0.00      0.007     0.000     0.000     0.007        1   <Class::Pio::EthernetHeader(destination_mac: mac_address, source_mac: mac_address, ether_type: ether_type, vlan_pcp: bit3, vlan_cfi: bit1, vlan_vid: bit12, ether_type_vlan: uint16)>#ethernet_header
  0.00      0.000     0.000     0.000     0.000        4   <Module::BinData::FloatingPoint>#create_read_code
  0.00      0.002     0.000     0.000     0.002        8   Bundler::Source::Git#has_app_cache?
  0.00      0.001     0.000     0.000     0.001        2   Bundler::Source::Git#uri_hash
  0.00      0.002     0.000     0.000     0.002        4   Kernel#URI
  0.00      0.000     0.000     0.000     0.000        4   Bundler::Dsl#git_source
  0.00      0.175     0.000     0.000     0.175        1   Bundler::Definition#specs
  0.00      0.000     0.000     0.000     0.000        4   <Class::Pio::Message>#options=
  0.00      0.000     0.000     0.000     0.000       23   Integer#to_int
  0.00      0.000     0.000     0.000     0.000        4   <Module::BinData::FloatingPoint>#create_to_binary_s_code
  0.00      0.002     0.000     0.000     0.002        2   Bundler::Source::Git#install_path
  0.00      0.000     0.000     0.000     0.000        9   Bundler::SharedHelpers#in_bundle?
  0.00      0.000     0.000     0.000     0.000        2   IPAddr#set
  0.00      0.000     0.000     0.000     0.000        2   SystemCallError#initialize
  0.00      0.000     0.000     0.000     0.000       11   Array#|
  0.00      0.000     0.000     0.000     0.000       35   Fixnum#>=
  0.00      0.000     0.000     0.000     0.000        8   <Module::Phut>#method_missing
  0.00      0.008     0.000     0.000     0.008        1   GLI::GLIOptionParser::LegacyCommandOptionParser#parse!
  0.00      0.000     0.000     0.000     0.000        4   OptionParser::List#initialize
  0.00      0.000     0.000     0.000     0.000       12   Module#to_s
  0.00      0.000     0.000     0.000     0.000       20   Array#[]=
  0.00      0.000     0.000     0.000     0.000        2   BinData::Array#initialize_shared_instance
  0.00      0.000     0.000     0.000     0.000       15   <Class::Pio::Icmp::Reply(destination_mac: mac_address, source_mac: mac_address, ether_type: ether_type, vlan_pcp: bit3, vlan_cfi: bit1, vlan_vid: bit12, ether_type_vlan: uint16, ip_version: bit4, ip_header_length: bit4, ip_type_of_service: uint8, ip_total_length: uint16, ip_identifier: uint16, ip_flag: bit3, ip_fragment: bit13, ip_ttl: uint8, ip_protocol: uint8, ip_header_checksum: uint16, source_ip_address: ip_address, destination_ip_address: ip_address, ip_option: string, icmp_type: uint8, icmp_code: uint8, icmp_checksum: uint16, icmp_identifier: uint16, icmp_sequence_number: uint16, echo_data: string)>#options
  0.00      0.000     0.000     0.000     0.000        8   Module#undef_method
  0.00     58.007     0.000     0.000    58.007        1   Trema::Command#start_controller_and_drb_threads
  0.00      0.000     0.000     0.000     0.000        4   <Module::BinData::BitField>#create_dynamic_clamp_code
  0.00      0.000     0.000     0.000     0.000        9   GLI::DSL#arg_name
  0.00      0.000     0.000     0.000     0.000        5   <Module::Pio::IPv4>#included
  0.00      0.000     0.000     0.000     0.000        8   Bundler::Source::Git::GitProxy#revision
  0.00      0.044     0.000     0.000     0.044        5   <Module::TSort>#tsort
  0.00      0.000     0.000     0.000     0.000        2   Bundler::SharedHelpers#default_lockfile
  0.00      0.000     0.000     0.000     0.000        4  *Kernel#catch
  0.00      0.000     0.000     0.000     0.000       12   Module#public
  0.00      0.002     0.000     0.000     0.002        2   Bundler::Source::Git#cache_path
  0.00      0.000     0.000     0.000     0.000        6   URI::Generic#set_opaque
  0.00      0.000     0.000     0.000     0.000        6   URI::Generic#set_scheme
  0.00      0.000     0.000     0.000     0.000       10   <Module::Gem>#suffixes
  0.00      0.001     0.000     0.000     0.001       79  *<Module::ActiveSupport::DescendantsTracker>#accumulate_descendants
  0.00      0.000     0.000     0.000     0.000       11   BinData::SanitizedFields#any_field_has_parameter?
  0.00      0.000     0.000     0.000     0.000       12   OptionParser#top
  0.00      0.000     0.000     0.000     0.000        2   IPAddr#in_addr
  0.00      0.002     0.000     0.000     0.002        6   <Module::URI>#parse
  0.00      0.000     0.000     0.000     0.000        4   MonitorMixin#mon_initialize
  0.00      0.000     0.000     0.000     0.000        9   Hash#extractable_options?
  0.00      0.000     0.000     0.000     0.000       12   Module#protected
  0.00      0.000     0.000     0.000     0.000       15   <Class::Pio::Icmp::Request(destination_mac: mac_address, source_mac: mac_address, ether_type: ether_type, vlan_pcp: bit3, vlan_cfi: bit1, vlan_vid: bit12, ether_type_vlan: uint16, ip_version: bit4, ip_header_length: bit4, ip_type_of_service: uint8, ip_total_length: uint16, ip_identifier: uint16, ip_flag: bit3, ip_fragment: bit13, ip_ttl: uint8, ip_protocol: uint8, ip_header_checksum: uint16, source_ip_address: ip_address, destination_ip_address: ip_address, ip_option: string, icmp_type: uint8, icmp_code: uint8, icmp_checksum: uint16, icmp_identifier: uint16, icmp_sequence_number: uint16, echo_data: string)>#options
  0.00      0.000     0.000     0.000     0.000        2   ERB::Compiler#prepare_trim_mode
  0.00      0.000     0.000     0.000     0.000        2   GLI::Command#has_option?
  0.00      0.001     0.000     0.000     0.001        1   GLI::Commands::Doc#initialize
  0.00      0.000     0.000     0.000     0.000       24   Integer#chr
  0.00      0.014     0.000     0.000     0.014        8   Bundler::Source::Path#local_specs
  0.00      0.000     0.000     0.000     0.000        1   Thread#initialize
  0.00      0.000     0.000     0.000     0.000        1   <Class::IO>#read
  0.00      0.000     0.000     0.000     0.000        7   Mutex#initialize
  0.00      0.077     0.000     0.000     0.077        4   Bundler::Definition#resolve
  0.00      0.000     0.000     0.000     0.000       10   String#capitalize
  0.00      0.002     0.000     0.000     0.002        4   Bundler::Source::Rubygems#add_remote
  0.00      0.000     0.000     0.000     0.000       11   Mutex#unlock
  0.00      0.000     0.000     0.000     0.000        1   <Class::DRb::DRbUNIXSocket>#open_server
  0.00      0.000     0.000     0.000     0.000       12   Hash#values_at
  0.00      0.012     0.000     0.000     0.012        5   Pio::OpenFlow::Flags#flags_32bit
  0.00      0.000     0.000     0.000     0.000        2   Phut::Setting#log_dir
  0.00      0.000     0.000     0.000     0.000        2   GLI::GLIOptionBlockParser#initialize
  0.00      0.000     0.000     0.000     0.000       11   Mutex#lock
  0.00      0.000     0.000     0.000     0.000       12   OptionParser::Switch#match_nonswitch?
  0.00      0.002     0.000     0.000     0.002        1   GLI::GLIOptionParser#initialize
  0.00      0.001     0.000     0.000     0.001        1   <Module::Gem>#find_spec_for_exe
  0.00      0.000     0.000     0.000     0.000        6   Gem::BasicSpecification#raw_require_paths
  0.00      0.000     0.000     0.000     0.000        4   MonitorMixin#initialize
  0.00      0.000     0.000     0.000     0.000       22   Kernel#instance_variable_defined?
  0.00      0.005     0.000     0.000     0.005        2   Bundler::SourceList#lock_sources
  0.00      0.000     0.000     0.000     0.000        1   Trema::Command#stop
  0.00      0.005     0.000     0.000     0.005        1   Bundler::SourceList#replace_sources!
  0.00     58.008     0.000     0.000    58.008        1   Trema::Command#run
  0.00      0.000     0.000     0.000     0.000        2   ERB::Compiler::TrimScanner#initialize
  0.00      0.058     0.000     0.000     0.058        1   Bundler::Definition#lock
  0.00      0.001     0.000     0.000     0.001        2   <Module::Bundler>#load_gemspec
  0.00      0.011     0.000     0.000     0.011        2   Bundler::RubygemsIntegration#validate
  0.00      0.000     0.000     0.000     0.000        2   <Class::DRb::DRbTCPSocket>#parse_uri
  0.00      0.000     0.000     0.000     0.000        6   OptionParser::List#each_option
  0.00      0.000     0.000     0.000     0.000        3   <Class::ERB::Compiler::Scanner>#regist_scanner
  0.00      0.000     0.000     0.000     0.000        1   Bundler::SharedHelpers#set_bundle_variables
  0.00      0.000     0.000     0.000     0.000       10   Pathname#exist?
  0.00      0.002     0.000     0.000     0.002        2   BinData::LazyEvaluator#lazy_eval
  0.00      0.000     0.000     0.000     0.000        6   BinData::Struct#instantiate_all_objs
  0.00      0.000     0.000     0.000     0.000        2   OptionParser#parse_in_order
  0.00      0.001     0.000     0.000     0.001        1   GLI::GLIOptionParser::GlobalOptionParser#parse!
  0.00      0.000     0.000     0.000     0.000       16   String#hex
  0.00      0.002     0.000     0.000     0.002        4   BinData::Array#each
  0.00      0.077     0.000     0.000     0.077        1   Bundler::Definition#converge_locked_specs
  0.00      0.001     0.000     0.000     0.001        1   Trema::Command#create_controller
  0.00      0.001     0.000     0.000     0.001        4   GLI::OptionParserFactory#set_defaults
  0.00      0.000     0.000     0.000     0.000        1   <Class::Pio::OpenFlow::Port>#inherited
  0.00      0.000     0.000     0.000     0.000        5   IO#write
  0.00      0.003     0.000     0.000     0.003        3   Set#==
  0.00      0.000     0.000     0.000     0.000        5   GLI::Switch#arguments_for_option_parser
  0.00      0.000     0.000     0.000     0.000        4   <Class::Phut::Syntax::Directive>#attribute
  0.00      0.000     0.000     0.000     0.000       13   <Class::Pio::Arp::Reply>#options
  0.00      0.000     0.000     0.000     0.000       14   Array#reverse!
  0.00      0.000     0.000     0.000     0.000        1   Gem::PathSupport#initialize
  0.00      0.000     0.000     0.000     0.000        8   Bundler::Source::Git#requires_checkout?
  0.00      0.014     0.000     0.000     0.014        1   Bundler::Definition#converge_sources
  0.00      0.000     0.000     0.000     0.000        6   Bundler::Settings#app_cache_path
  0.00      0.000     0.000     0.000     0.000        7   Array#pack
  0.00      0.001     0.000     0.000     0.001        3   Bundler::Definition#pinned_spec_names
  0.00      0.000     0.000     0.000     0.000        2   Trema::Logger#create_file_logger
  0.00      0.002     0.000     0.000     0.002        2   Pio::Type::MacAddress#get
  0.00      0.011     0.000     0.000     0.011        1   BinData::Base#to_binary_s
  0.00      0.000     0.000     0.000     0.000        1   Bundler::SharedHelpers#set_path
  0.00      0.000     0.000     0.000     0.000        2   <Class::File>#exist?
  0.00      0.000     0.000     0.000     0.000        4   <Module::Pio::OpenFlow::ErrorMessage>#type
  0.00      0.005     0.000     0.000     0.005        2   ERB::Compiler::TrimScanner#trim_line2
  0.00      0.000     0.000     0.000     0.000        1   <Class::Thread>#new
  0.00      0.000     0.000     0.000     0.000        1   DRb::DRbTCPSocket#initialize
  0.00      0.000     0.000     0.000     0.000        2   BinData::LazyEvaluator#resolve_symbol_in_parent_context
  0.00      0.001     0.000     0.000     0.001        1   <Class::GLI::OptionParserFactory>#add_help_switches_to_command
  0.00      0.001     0.000     0.000     0.001        4   BinData::Array#do_write
  0.00      0.000     0.000     0.000     0.000        6   BinData::Array#initialize_instance
  0.00      0.000     0.000     0.000     0.000        4   Bundler::RubygemsIntegration#gem_cache
  0.00      0.000     0.000     0.000     0.000        6   GLI::AppSupport#flags
  0.00      0.000     0.000     0.000     0.000        2   Module#constants
  0.00      0.003     0.000     0.000     0.003        2   Bundler::SourceList#combine_rubygems_sources
  0.00      0.000     0.000     0.000     0.000        2   DRb::DRbUNIXSocket#set_sockopt
  0.00      0.008     0.000     0.000     0.008        1   GLI::GLIOptionParser#parse_options
  0.00      0.001     0.000     0.000     0.001        4   <Module::ActiveSupport::DescendantsTracker>#descendants
  0.00      0.002     0.000     0.000     0.002        2   Pio::Type::MacAddress#set
  0.00      0.000     0.000     0.000     0.000        6   Gem::Specification#full_name
  0.00      0.044     0.000     0.000     0.043        5   Enumerator#each
  0.00      0.000     0.000     0.000     0.000        2   Pio::Mac#to_a
  0.00      0.003     0.000     0.000     0.003        3   Pio::OpenFlow10::Match::Wildcards#get
  0.00      0.000     0.000     0.000     0.000        2   Gem::BasicSpecification#full_name
  0.00      0.000     0.000     0.000     0.000        2   Trema::Command#pid_file
  0.00      0.000     0.000     0.000     0.000        8   Kernel#singleton_class
  0.00      0.019     0.000     0.000     0.019        1   Bundler::RubygemsIntegration#replace_gem
  0.00      0.000     0.000     0.000     0.000       10   Bundler::Source::Git#allow_git_ops?
  0.00      0.043     0.000     0.000     0.043        5   Bundler::SpecSet#tsort_each_node
  0.00      0.001     0.000     0.000     0.001        4   ActiveSupport::DescendantsTracker#descendants
  0.00      0.000     0.000     0.000     0.000        1   BinData::IO::Write#initialize
  0.00      0.007     0.000     0.000     0.007        2   GLI::OptionParserFactory#initialize
  0.00      0.002     0.000     0.000     0.002        2   <Class::Pio::OpenFlow::Port>#port_size_in_bytes
  0.00      0.001     0.000     0.000     0.001        2   Pio::OpenFlow10::Match::MatchIpAddress#set
  0.00      0.000     0.000     0.000     0.000       13   <Class::Pio::Arp::Request>#options
  0.00      0.000     0.000     0.000     0.000        2   ERB::Compiler#initialize
  0.00      0.000     0.000     0.000     0.000        3   Bundler::Index#add_source
  0.00      0.002     0.000     0.000     0.002        3   Bundler::Definition#expand_dependencies
  0.00      0.000     0.000     0.000     0.000        2   Bundler::Dsl#git
  0.00      0.011     0.000     0.000     0.011        1   Pio::OpenFlow10::Match#initialize
  0.00      0.000     0.000     0.000     0.000        3   <Class::BinData::Base>#unregister_self
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Dsl#source
  0.00      0.000     0.000     0.000     0.000        2   IPAddr#to_s
  0.00      0.006     0.000     0.000     0.006        4   BinData::Primitive#sensible_default
  0.00      0.000     0.000     0.000     0.000        3   BinData::Registry#unregister
  0.00      0.000     0.000     0.000     0.000        4   Kernel#raise
  0.00      0.000     0.000     0.000     0.000        2   <Class::Pio::OpenFlow::Port>#max_port_number
  0.00      0.000     0.000     0.000     0.000        2   IPAddr#_to_string
  0.00      0.002     0.000     0.000     0.002        2   BasicObject#instance_exec
  0.00      0.000     0.000     0.000     0.000       15   File::Stat#mode
  0.00      0.000     0.000     0.000     0.000        2   Bundler::Source::Git::GitProxy#initialize
  0.00      0.034     0.000     0.000     0.034        1   Bundler::LockfileParser#initialize
  0.00      0.000     0.000     0.000     0.000        2   GLI::CommandFinder#initialize
  0.00      0.000     0.000     0.000     0.000        2   ERB::Compiler::Buffer#close
  0.00      0.000     0.000     0.000     0.000       14   Fixnum#===
  0.00      0.000     0.000     0.000     0.000        4   Bundler::Source::Git#shortref_for_display
  0.00      0.000     0.000     0.000     0.000        6   URI::Generic#set_host
  0.00      0.000     0.000     0.000     0.000       12   GLI::CommandLineToken#negatable?
  0.00      0.000     0.000     0.000     0.000        7   GLI::DSL#switches_declaration_order
  0.00      0.000     0.000     0.000     0.000        1   <Class::Gem::Specification>#reset
  0.00      0.006     0.000     0.000     0.006        4   <Class::GLI::OptionParserFactory>#setup_options
  0.00      0.000     0.000     0.000     0.000        2   ERB::Compiler::Buffer#initialize
  0.00      0.022     0.000     0.000     0.022        3   Bundler::SpecSet#to_a
  0.00      0.000     0.000     0.000     0.000        2   Bundler::Definition#requested_groups
  0.00      0.000     0.000     0.000     0.000        1   Trema::Command#trap_signals
  0.00      0.001     0.000     0.000     0.001        2   GLI::OptionParserFactory#options_hash_with_defaults_set!
  0.00      0.000     0.000     0.000     0.000        2   Pio::IPv4Address#to_a
  0.00      0.000     0.000     0.000     0.000        2   Logger::LogDevice#open_logfile
  0.00      0.000     0.000     0.000     0.000        2   BinData::LazyEvaluator#method_missing
  0.00      0.000     0.000     0.000     0.000        1   BinData::Struct#as_stringified_hash
  0.00      0.003     0.000     0.000     0.003        1   <Class::Pio::Udp>#udp_header
  0.00      0.000     0.000     0.000     0.000        1   <Class::Gem::Specification>#_clear_load_cache
  0.00      0.019     0.000     0.000     0.019        1   Bundler::RubygemsIntegration#replace_entrypoints
  0.00      0.000     0.000     0.000     0.000        4   <Class::Gem::Specification>#array_attributes
  0.00      0.000     0.000     0.000     0.000        1   Bundler::LockfileParser#warn_for_outdated_bundler_version
  0.00      0.000     0.000     0.000     0.000        4   <Module::Gem>#path
  0.00      0.001     0.000     0.000     0.001        4   Bundler::Source::Rubygems#cache_path
  0.00      0.360     0.000     0.000     0.360        1   <Module::Bundler>#setup
  0.00      0.000     0.000     0.000     0.000        1   <Class::File>#realpath
  0.00      0.001     0.000     0.000     0.000        1   GLI::AppSupport#add_help_switch_if_needed
  0.00      0.000     0.000     0.000     0.000        2   Pio::IPv4Address#to_s
  0.00      0.000     0.000     0.000     0.000        3   Pio::Mac#validate_value_range
  0.00      0.001     0.000     0.000     0.001        1   Bundler::SharedHelpers#set_bundle_environment
  0.00      0.000     0.000     0.000     0.000        6   Gem::Specification#licenses
  0.00      0.003     0.000     0.000     0.003        2  *DRb::DRbProtocol#open_server
  0.00      0.000     0.000     0.000     0.000        1   <Class::Trema::Command>#unix_domain_socket
  0.00      0.000     0.000     0.000     0.000        4   Trema::Controller#name
  0.00      0.000     0.000     0.000     0.000        4   <Class::Pio::Message>#options
  0.00      0.000     0.000     0.000     0.000        2   ERB#set_eoutvar
  0.00      0.000     0.000     0.000     0.000        3   Pathname#dirname
  0.00      0.000     0.000     0.000     0.000        6   URI::Generic#set_path
  0.00      0.000     0.000     0.000     0.000        1   Trema::Controller#initialize
  0.00      0.000     0.000     0.000     0.000        2   BinData::LazyEvaluator#recursively_eval
  0.00      0.000     0.000     0.000     0.000        4   String#unpack
  0.00      0.002     0.000     0.000     0.002        1   BinData::Primitive#assign
  0.00      0.000     0.000     0.000     0.000        1   Kernel#__dir__
  0.00      0.000     0.000     0.000     0.000        1   Hash#clear
  0.00      0.000     0.000     0.000     0.000        1   Bundler::RubygemsIntegration#replace_bin_path
  0.00      0.000     0.000     0.000     0.000        2   Bundler::RubygemsIntegration#set_installed_by_version
  0.00      0.000     0.000     0.000     0.000        7   String#to_str
  0.00      0.000     0.000     0.000     0.000        4   <Module::Gem>#paths
  0.00      0.002     0.000     0.000     0.002        4   BinData::Array#to_storage_formats
  0.00      0.000     0.000     0.000     0.000        1   Bundler::SharedHelpers#set_rubylib
  0.00      0.002     0.000     0.000     0.002        4   Bundler::Source::Path#expanded_path
  0.00      0.000     0.000     0.000     0.000        2   URI::Generic#==
  0.00      0.000     0.000     0.000     0.000        5   Kernel#to_enum
  0.00      0.000     0.000     0.000     0.000        4   Bundler::RubygemsIntegration#gem_path
  0.00      0.000     0.000     0.000     0.000        2   <Object::Pio::OpenFlow10::Match::MatchFormat>#wildcards
  0.00      0.001     0.000     0.000     0.001        1   Bundler::SharedHelpers#print_major_deprecations!
  0.00      0.001     0.000     0.000     0.001        1   Pio::OpenFlow10::Match::Wildcards#source_ip_address
  0.00      0.004     0.000     0.000     0.004        1   <Class::Bundler::Index>#build
  0.00      0.000     0.000     0.000     0.000        6   <Class::OptionParser::Switch::NoArgument>#pattern
  0.00      0.000     0.000     0.000     0.000        8   Module#remove_const
  0.00      0.008     0.000     0.000     0.008        1   BinData::Struct#assign
  0.00      0.092     0.000     0.000     0.091        1   Bundler::SpecSet#materialize
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Dsl#initialize
  0.00      0.000     0.000     0.000     0.000        2   OptionParser#add_officious
  0.00      0.005     0.000     0.000     0.005        2   Pio::OpenFlow::Flags#flags_16bit
  0.00      0.000     0.000     0.000     0.000        2   BinData::LazyEvaluator#eval_symbol_in_parent_context
  0.00      0.002     0.000     0.000     0.002        1   Bundler::Runtime#setup_manpath
  0.00      0.000     0.000     0.000     0.000        3   Bundler::Source::Path#root
  0.00      0.002     0.000     0.000     0.002        2   Bundler::Index#unmet_dependency_names
  0.00      0.000     0.000     0.000     0.000        2   Bundler::Definition#groups
  0.00      0.000     0.000     0.000     0.000        5   <Module::Bundler>#bundle_path
  0.00      0.000     0.000     0.000     0.000        2   Bundler::Dsl#with_source
  0.00      0.000     0.000     0.000     0.000        3   Bundler::SourceList#all_sources
  0.00      0.006     0.000     0.000     0.006        1   <Class::GLI::OptionParserFactory>#for_command
  0.00      0.000     0.000     0.000     0.000        2   GLI::GLIOptionParser::GlobalOptionParser#verify_required_options!
  0.00      0.003     0.000     0.000     0.003        1   <Class::Pio::Dhcp::Frame>#udp_header
  0.00      0.000     0.000     0.000     0.000        2   Gem::Specification#file_name
  0.00      0.000     0.000     0.000     0.000        2   Bundler::Source::Git#app_cache_dirname
  0.00      0.000     0.000     0.000     0.000        6   URI::Generic#fragment=
  0.00      0.000     0.000     0.000     0.000        5   Pathname#untaint
  0.00      0.000     0.000     0.000     0.000        1   DRb::DRbUNIXSocket#initialize
  0.00      0.000     0.000     0.000     0.000        2   GLI::CommandFinder#expand_with_aliases
  0.00      0.001     0.000     0.000     0.001        1   GLI::AppSupport#override_defaults_based_on_config
  0.00      0.000     0.000     0.000     0.000        1   Module#freeze
  0.00      0.000     0.000     0.000     0.000        6   BinData::Uint16be#sensible_default
  0.00      0.000     0.000     0.000     0.000        1   BinData::MultiFieldArgSeparator#separate_args
  0.00      0.000     0.000     0.000     0.000        2   <Module::Pio::UdpHeader>#included
  0.00      0.000     0.000     0.000     0.000        1   <Class::IO>#pipe
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Definition#locked_bundler_version
  0.00      0.058     0.000     0.000     0.058        1   Bundler::Runtime#lock
  0.00      0.000     0.000     0.000     0.000        1   Bundler::SharedHelpers#set_rubyopt
  0.00      0.001     0.000     0.000     0.001        2   Gem::Specification#validate_permissions
  0.00      0.000     0.000     0.000     0.000        4   Bundler::Source::Git#shortref_for_path
  0.00      0.000     0.000     0.000     0.000        1   Bundler::SharedHelpers#search_up
  0.00      0.011     0.000     0.000     0.011        1   BinData::Base#write
  0.00      0.002     0.000     0.000     0.002        3   Enumerable#select
  0.00      0.001     0.000     0.000     0.001        2   Pio::OpenFlow10::Match::Wildcards#set
  0.00      0.001     0.000     0.000     0.001        2   <Module::Bundler>#cache
  0.00      0.000     0.000     0.000     0.000        1   GLI::GLIOptionBlockParser#do_parse
  0.00      0.000     0.000     0.000     0.000        7   GLI::Switch#negatable?
  0.00      0.001     0.000     0.000     0.001        1   Pio::OpenFlow10::Match::Wildcards#destination_ip_address
  0.00      0.000     0.000     0.000     0.000        2   BinData::Base#lazy_evaluator
  0.00      0.000     0.000     0.000     0.000        1   ActiveSupport::Inflector::Inflections#uncountable
  0.00      0.000     0.000     0.000     0.000        1   <Module::Psych>#libyaml_version
  0.00      0.000     0.000     0.000     0.000        1   Bundler::RubygemsIntegration::Future#stub_rubygems
  0.00      0.000     0.000     0.000     0.000        1   Bundler::SpecSet#[]=
  0.00      0.007     0.000     0.000     0.007        1   Bundler::Dsl#eval_gemfile
  0.00      0.000     0.000     0.000     0.000        2   Kernel#open
  0.00      0.000     0.000     0.000     0.000        1   GLI::CommandSupport#default_value
  0.00      0.000     0.000     0.000     0.000        1   GLI::App#program_desc
  0.00      0.000     0.000     0.000     0.000        1   <Module::Gem>#clear_paths
  0.00      0.000     0.000     0.000     0.000        2   Gem::UserInteraction#alert_warning
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Definition#converge_locals
  0.00      0.000     0.000     0.000     0.000        1   Set#freeze
  0.00      0.000     0.000     0.000     0.000        1   <Module::BinData::IO>#create_string_io
  0.00      0.000     0.000     0.000     0.000        2   BinData::Uint32be#assign
  0.00      0.000     0.000     0.000     0.000        1   <Class::BinData::Struct>#inherited
  0.00      0.000     0.000     0.000     0.000        1   <Class::Bundler::LockfileParser>#sections_to_ignore
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Source::Rubygems#to_lock
  0.00      0.208     0.000     0.000     0.208        1   Bundler::Definition#requested_specs
  0.00      0.000     0.000     0.000     0.000        2   <Class::GLI::OptionParserFactory>#setup_accepts
  0.00      0.000     0.000     0.000     0.000        1   GLI::App#version
  0.00      0.000     0.000     0.000     0.000       12   Fixnum#>>
  0.00      0.000     0.000     0.000     0.000        1   StringIO#initialize
  0.00      0.000     0.000     0.000     0.000        8   BasicObject#singleton_method_undefined
  0.00      0.005     0.000     0.000     0.005        2   ERB::Compiler::TrimScanner#scan
  0.00      0.000     0.000     0.000     0.000        2   <Class::ERB::Compiler::Scanner>#make_scanner
  0.00      0.000     0.000     0.000     0.000        1   Bundler::RubygemsIntegration#replace_refresh
  0.00      0.000     0.000     0.000     0.000        5   Comparable#<
  0.00      0.000     0.000     0.000     0.000        8   String#include?
  0.00      0.000     0.000     0.000     0.000        3   <Module::FileTest>#directory?
  0.00      0.002     0.000     0.000     0.002        1   Pio::OpenFlow::Flags#define_flags_32bit
  0.00      0.000     0.000     0.000     0.000        2   <Class::Pio::OpenFlow::Port>#reserved_ports
  0.00      0.000     0.000     0.000     0.000        1   <Object::BinData::Struct>#octets
  0.00      0.000     0.000     0.000     0.000        1   <Object::BinData::Struct>#octets
  0.00      0.000     0.000     0.000     0.000        4   Gem::Specification#authors
  0.00      0.001     0.000     0.000     0.001        2   <Module::Bundler>#install_path
  0.00      0.000     0.000     0.000     0.000        4   Bundler::Settings#get_array
  0.00      0.000     0.000     0.000     0.000        2   Bundler::SharedHelpers#prints_major_deprecations?
  0.00      0.000     0.000     0.000     0.000        2   Bundler::SourceList#warn_on_git_protocol
  0.00      0.064     0.000     0.000     0.064        2   <Module::Bundler>#definition
  0.00      0.000     0.000     0.000     0.000        1   DRb#regist_server
  0.00      0.000     0.000     0.000     0.000        3   Trema::Command#ruby_file
